"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","sigma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,0.111,1,9960,1.49113480827295,0.0158661305180356,0.00886519172704747,0.0157860608372125,94
30,79,20,4,5,0,1.5,1,1,9960,1.48367927141329,0.11886681085644,0.0163207285867144,0.117944508929477,95
30,79,20,4,5,0,1.5,9,1,9960,1.69632875038125,1.57004435503052,0.196328750381253,1.59288888970648,90
