"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","sigma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,1,0.111,9960,1.50297426252459,0.121430143089031,0.00297426252459387,0.120224687895706,96
