"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","sigma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,0.429,1,9960,1.48382690766001,0.0430588769535888,0.016173092339991,0.0428898570998908,98
