"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,314,20,1,20,0,1.5,0.111,9990,1.49558415703851,0.0155643845513691,0.00441584296148689,0.0154282403749159,93
