"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,9,1,9960,8.98487049192179,0.142441540688747,0.0151295080782088,0.141246027296548,93
