"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
25,381,20,1,20,0,1.5,1,10000,1.48305021920326,0.265455500600341,0.0169497807967443,0.263088240663395,86
