"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1,1,9960,1.01192719986164,0.1488578541276,0.0119271998616362,0.147511533682863,89
30,79,20,4,5,0,3,1,9960,2.98195864138417,0.148292660953336,0.0180413586158346,0.147135224964508,93
30,79,20,4,5,0,5,1,9960,5.0172755819125,0.151090202314613,0.0172755819124975,0.149877746021883,93
30,79,20,4,5,0,7,1,9960,6.98641979911505,0.112205818315192,0.0135802008849453,0.111268181988116,95
30,79,20,4,5,0,9,1,9960,8.98487049192179,0.142441540688747,0.0151295080782088,0.141246027296548,93
30,79,20,4,5,0,11,1,9960,11.0408192046111,0.135180285626291,0.0408192046111111,0.135494690235112,94
