"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","sigma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,1,9,9960,1.43613729657247,0.164275933670956,0.0638627034275283,0.166711619223318,92
30,79,20,4,5,0,1.5,1,1,9960,1.51723401083728,0.163651258392027,0.0172340108372837,0.162311756937646,93
30,79,20,4,5,0,1.5,1,0.111,9960,1.48767387433673,0.142092720132194,0.0123261256632679,0.140823726304738,93
