"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,0.111,9960,1.49734638192884,0.012683853278519,0.00265361807116271,0.0125640564346014,96
30,79,20,4,5,0,1.5,1,9960,1.52995198124555,0.173686249823326,0.0299519812455529,0.172846508505627,90
30,79,20,4,5,0,1.5,10,9960,1.37597801370287,1.22393801666974,0.12402198629713,1.22708008958813,91
