"G","R","c1","c2","c1c2_ratio","alpha","beta","gamma_sq","sigma_sq","total_cost","beta_estimate","beta_variance","beta_bias","mse","coverage"
30,79,20,4,5,0,1.5,2.333,1,9960,1.48332095482996,0.352557088185424,0.0166790451700374,0.349309707851354,92
